,song_id,artist_id,artist_name,artist_familiarity,artist_hotttnesss,title,song_hotttnesss,year,duration,loudness,tempo,artist_mbtags,release,release_7digitalid
40,SOMSBGZ12AB018C4CB,ARLGWFM1187FB4AC9F,Scarlet's Remains,0.5278650761586818,0.3931219335710068,Spin,0.450992311636255,2007,198.73914,-7.469,115.061,none,The Palest Grey,709879
41,SONYRZV12AB018AF70,ARWYVP51187B98C516,The Suicide Machines,0.6686745328613157,0.4675384440100101,Burning In The Aftermath,0.5287824809425877,2003,95.68608,-2.022,115.887,none,A Match & Some Gasoline,706005
42,SONQBUB12A6D4F8ED0,ARFCUN31187B9AD578,The Rolling Stones,0.8148296561331122,0.7357656929506414,Angie (1993 Digital Remaster),0.8344926198909054,0,271.49016,-10.358,139.333,british,Jump Back - The Best Of The Rolling Stones_ '71-'93,42595
43,SOHGKJW12AC468A8BD,AR6YDKV1187B989230,Roberto Torres,0.4823560425909108,0.3500785789894733,Sabor Guajiro,0.0,0,226.66404,-12.716,117.271,none,Lo Mejor con La Orq. Broadway,782470
44,SOINBCU12A6D4F94C0,ARV1JVD1187B9AD195,Loudon Wainwright III,0.6610801676039384,0.4427658420289504,Human Cannonball,0.5101193140330347,1995,190.48444,-15.663,102.428,easy listening soundtracks and musicals,Grown Man,28723
45,SOTWVQT12A58A79650,AR7TTS41187B9B42D3,R.L. Burnside,0.7011808736075507,0.4666288889016846,Glory Be,0.48213758506501503,2004,277.78567,-6.944,89.984,delta blues,A Bothered Mind,557761
46,SOTSEJY12AB0180F56,ART3O5Z1187B9AB043,Stevie Ray Vaughan,0.7337989404362274,0.544257505724526,Crossfire,,1992,248.78975,-7.805,116.721,jazz and blues,Greatest Hits,417945
47,SOTSETT12AB01863B8,AR5U94U1187FB5CDCF,John Hammond,0.5906929179471623,0.45281783769711387,I Can't Be Satisfied,,2002,195.3171,-10.7,123.142,folk,Bluesman,575531
48,SOTUNMH12A6D4FA3E6,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,0.6653221619060184,0.3942171989010042,Nashville Parthenon,0.7858922883883538,2006,175.72526,-10.93,141.919,dance and electronica,Etiquette,234425
49,SOEPPKB12AB018418B,AR6IRG41187B9A4D98,Ec8or,0.5040756699303163,0.3345773601190987,Cocain Ducks,,1995,217.23383,-9.493,95.596,none,Ec8or,505301
50,SOGKIWV12A6D4F86C4,ARS1OWB1187B99EEAD,The New York Dolls,0.717670524728552,0.4793084593382274,Human Being,0.5616924111789523,1974,344.05832,-9.253,154.953,punk,Too Much Too Soon,74655
51,SOPHYIS12AAF3B35A3,ARGMXQW1187FB54C34,Eliane Elias,0.6697261875661445,0.42791424698295477,The More I See You,0.4348380902608562,2009,251.42812,-12.009,86.091,brazilian,Bossa Nova Stories,322532
52,SOFHBAR12A6701D0FE,AROEL1B1187B988B90,Lost Boyz,0.5697411522818971,0.41224060053560735,Certain Things We Do,0.4051157216913865,1997,269.7922,-11.043,90.218,american,Love_ Peace & Nappiness,14592
53,SOCPRKM12AB018A2FD,AR8W8DN1187FB35ED0,The Germs,0.6400483571565447,0.40439264015477133,Forming,,1977,206.05342,-11.506,133.144,los angeles,Germicide,515081
54,SOFGHAM12AB0186412,ARUWLCL1187FB549B8,Yamandu Costa,0.3977728757878008,0.38347574490669173,Mafuá,,0,190.04036,-14.179,205.317,none,Mafuá,765750
55,SODHVES12A6701CE6B,AR3793X1187FB50CB3,Chris Rea,0.643182772912233,0.500691340913453,Driving Home For Christmas,0.767727748373397,1986,241.162,-8.531,180.149,rock,The Road To Hell Part 2,17220
56,SOXIATP12AAF3B2184,ARINEWW1187FB5577E,Perrey And Kingsley,0.4114210482617737,0.3384148184832545,Spooks In Space,0.4348380902608562,1966,122.64444,-8.541,102.538,none,Vanguard Visionaries,617077
57,SOGNQWU12A8AE4868F,ARDGB6U1187FB3AD07,Eurythmics,0.7510076200369779,0.5236990777653908,Tous Les Garçons Et Les Filles,0.38293509007501925,1985,207.0722,-6.629,84.164,british,Be Yourself Tonight,278999
58,SOYQOFI12A6D4F76E1,AR2J2WF1187FB46271,Francis Dunnery,0.548585130198109,0.3835242473277272,Too Much Saturn,0.6104742577715245,1995,300.79955,-13.33,124.175,none,Hometown 2001,19601
59,SOVOLGY12A6D4F822B,ARUI8651187B9ACF52,John Cale,0.7493178009614533,0.48165586241245567,Movement 4 [from Kiss] (Album Version),0.2265553139555314,1997,228.46649,-12.412,137.004,british,Eat / Kiss: Music For The Films By Andy Warhol,38599
60,SOMZCVH12AB0182B8E,AR89DTT1187B9A7ED5,Suzanne Ciani,0.6319466659983671,0.3807045358244573,Stream,0.4159831182884585,0,239.59465,-21.552,106.33,instrumental,The Ultimate Most Relaxing New Age Piano in the Universe,619882
61,SONXJBL12AAF3B2C0C,ARMD0G81187B99A519,Vickie Winans,0.6539378209700205,0.3968558693253486,Make Me Over,,0,228.93669,-8.686,107.961,none,Classic Gold: Best of All,618615
62,SOYWZTU12AB0180E26,AR0VZWC1187B99BA57,The Berzerker,0.6683706115518646,0.45755390983649336,Deform (live),0.0,2000,165.61587,-6.222,174.287,grindcore,The Berzerker,681639
63,SOLGHDZ12AB0183B11,ARF2EHS1187B994F4E,Kings Of Leon,0.8457688664485438,0.7888059351620142,Wicker Chair,0.6859402266976852,2003,187.92444,-5.907,116.823,american,Holy Roller Novocaine,449471
64,SOTNTNJ12AAA15FBD6,ARZKRD01187FB45FD2,Edith Lefel,0.40745564385201366,0.30004649036641506,An ti chans',0.0,0,276.50567,-4.638,101.972,none,Jeux de dames_ vol. 1 (réalisation Ronald Rubinel),321356
65,SOXZXXV12AAF3B3A67,ARK4H5K1187B992F74,Taras,0.46017132366610164,0.18931487775261457,I Will Love Again (JJ's Club Radio),,0,200.25424,-5.884,127.97,none,I Will Love Again,530141
66,SOPIKEG12A58291636,AR06EB01187FB40150,NOFX,0.7788167165625715,0.5542914890128156,Stickin In My Eye,0.6712360269845353,1992,144.50893,-7.787,152.622,american,White Trash ......,104765
67,SOIRNBO12AC468D207,ARKPDBH1242077DEB1,Murskahumppa,0.43588984708830425,0.26803783963074496,Ota kiinni,,0,285.17832,-8.488,110.787,none,Murskapunkkia,695158
68,SOSBDSF12AB0189007,ARBJSO81187B9BA09B,Soda Stereo,0.7111657865776896,0.46682699252718746,Entre Caníbales,0.6261657596688281,1990,246.69995,-9.603,112.903,rock en espanol,Canción Animal,509770
69,SOIJXXM12A8C1416D6,ARRC2JF1187B9B6A93,Bruce Rowland,0.44316239759770826,0.3004544598123077,Rosemary Recalls,0.0,1985,84.03546,-26.266,115.642,none,The Man from Snowy River,223779
70,SOHMMMC12AB0181C42,ARNIFX51187FB418EA,Xcultures,0.4004335134580979,0.26627528554651025,Sudanese Dance,0.1992382620006783,2000,273.52771,-6.305,125.013,none,One World One People,466577
71,SOVJXVJ12A8C13517D,ARCCRTI11F4C845308,White Heart,0.47736475248353516,0.33750728916593725,Where The Thunder Roars (Tales Of Wonder Album Version),0.26586104921065007,0,298.84036,-9.998,113.277,none,Tales Of Wonder,148547
72,SOFZCTA12AB0188D8F,ARNVH8S1187FB52F86,Heavy D / McGruff,0.6178701163443497,0.36366811024462387,Wanna Be A Player,0.23773394162247466,1997,161.38404,-9.161,96.979,none,Waterbed Hev,423012
73,SOLRYQR12A670215BF,ARNLO5S1187B9B80CC,Van Halen,0.7446412459327763,0.5799889824287546,Panama (Remastered Album Version),0.8244821296824321,0,209.29261,-4.865,140.995,classic pop and rock,The Best Of Both Worlds,7133
74,SOCHRXB12A8AE48069,ARTDQRC1187FB4EFD4,Black Eyed Peas,0.845601886640232,1.0059419659547393,Let's Get It Started,0.6244254932707666,2004,229.61587,-4.882,105.206,pop and chart,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,358442
75,SOKBBXO12A6701DEA0,ARK9TRQ1187B99C095,Nine Inch Nails,0.9057768886660886,0.5984585009824434,Metal,0.6355366486226686,2000,426.89261,-12.951,63.017,industrial rock,Things Falling Apart,15567
76,SOWHYUG12A58A77FAB,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.6940216479070769,0.47940767557514763,She Fell Away (2009 Digital Remaster),,0,269.26975,-11.751,144.603,seen live,Your Funeral... My Trial (2009 Digital Remaster),413222
77,SOYSTDI12A6D4F6500,ARMBYRO1187FB57419,Nadine Renee,0.4083890223759677,0.13924739387110993,Next Time,0.19878534876524423,0,249.41669,-6.693,167.92,none,Oasis of Love,80578
78,SOOOROX12A6D4F8400,ARWY7I71187FB36C3D,Lesley Gore,0.6069253585317187,0.3891007762801808,It's My Party,,1963,136.48934,-9.091,129.122,classic pop and rock,60's Triple set,26902
79,SONSPZE12AB01819CE,AR6Y22S1187B99906F,Smartbomb,0.5624637835796072,0.3224851056611973,Complicate It,0.0,2001,233.27302,-2.658,132.022,none,Yeah.  Well_ Anyway....,633532
80,SOHWGFU12AB017B036,ARI5P4N1187FB3F44D,Suburbs,0.48100458301758264,0.3356518391847009,Monde De Fou,0.24906579485370342,2005,187.24526,-4.42,183.92,none,Un Titre de Toune,435830
81,SOQQVQJ12AB0185192,ARYPWUK1187B98ACED,Emperor,0.7429631523413633,0.45339118607533013,Opus a Satana (Part 2),,0,72.61995,-11.051,89.867,none,Live Inferno,495734
82,SODRHHD12AB0189F2A,ARW63KF1187B98AC48,Julien Clerc,0.585479539749522,0.36438492446826576,This Melody (Live),,0,272.63955,-9.97,119.896,french,Vendredi 13 - 1981,664484
83,SOQGFVO12A8C13C8C3,AR8H87D1187FB3A841,Glen Campbell,0.671596269848304,0.4810242392118726,I'm Gone This Time,,0,142.75873,-11.335,137.29,classic pop and rock,Unconditional Love,112851
84,SORABMD12A8C136672,ARLWR721187B9A03C9,T.G. Sheppard,0.44932361520766173,0.34328188178708335,You Feel Good All Over,0.3827232807891977,2002,194.11546,-15.581,82.343,none,The Very Best Of,200689
85,SOTUBVH12AB018D2EC,ARF4V431187FB3AA41,Slim Whitman,0.5164437797727629,0.38666909170602387,Indian Love Call,,1990,195.91791,-11.98,91.487,none,Country Lovers. Vol. 3,682725
86,SOMQAGT12A8C132DB4,ARBGWMW1187B9AEA3E,Savage Garden,0.7282097070640043,0.5380702951237828,You Can Still Be Free,,1999,118.33424,-11.215,84.69,australian,Affirmation,287804
87,SOKLLOH12A67020F2C,AR6G4V01187B9AD086,Queens Of The Stone Age,0.7986451787418826,0.5524133455169445,I Never Came,0.7251212835673101,2005,288.41751,-8.165,115.606,stoner rock,Lullabies To Paralyze,220917
88,SONRLQH12AB017C232,ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,0.44585463135951076,0.3475988886835368,Dixie,,0,123.21914,-12.69,126.523,none,It's War Again,629785
89,SODDZAD12A6701DC4C,AR9AM2N1187B9AD2F1,Inspiral Carpets,0.605109701914858,0.39854753538058046,Commercial Reign,0.6651722407621973,1990,283.76771,-8.7,113.677,madchester,The Singles,11305
90,SORENXV12A6701F61F,AR9XEVF1187B99D017,Borialis,0.45404399500343795,0.4214151025424071,Hourglass,0.5546547674656118,0,239.3073,-5.758,86.938,none,What You Thought You Heard,4967
91,SOYMMDY12AB01825B2,ARCFOZ71187FB43A0D,The Dirty Skirts,0.5435161307179269,0.40418220665370436,Wake,0.30416950343527516,0,206.75873,-4.907,141.936,durban,Daddy Don't Disco,325335
92,SOJWQIP12A6D4F710A,ARHFEBO11F50C4825A,Flor Silvestre,0.4205458495228202,0.3135693426838017,Caricia Y Herida,,0,134.81751,-8.133,106.049,none,15 Exitos Vol. 2 Flor Silvestre,82932
93,SOOVOKS12AB017EE57,AR107SB1187B9A79F9,Bézu,0.37385062304422495,0.1489854809922737,Le tortillard,,0,285.64853,-9.093,126.88,none,Le top du père Nöel,401583
94,SORWHWY12A6702038E,ARXWAQQ1187B9AE954,Redman,0.7431297761478142,0.49356684269655965,WKYA (drop),0.5701059300583878,2001,124.18567,-10.296,85.008,soul and reggae,Malpractice,8552
95,SOGYYLE12A8C13E5EA,ARL6XZC1187FB3936E,Solistiyhtye Suomi,0.13818761011851705,0.3178109598122704,Teräslintu,,0,134.08608,-12.839,133.699,finnish,20 Suosikkia / Rilluttele yö,217058
96,SOITUXQ12AB0183AE9,ARSDSMG1187B98CB59,Eddie Cantor,0.4161410224693502,0.33109012633891616,Now's The Time To Fall In Love,,0,155.61098,-13.71,118.975,none,The Fabulous Eddie Cantor,489673
97,SOTWEZZ12A8C142B60,AR3WMW01187B9921F7,Schizoid,0.49555965151406806,0.34919221761645924,Grim Prospects (Gross Prospects - Bad Trip Remix),,0,275.40853,-2.119,102.408,none,Grim Prospects Remixes - Grim Prospects Will Never End,475992
98,SOUVRGZ12A58A77F90,AR3C3C01187B98E800,Kai Winding,0.43053890741728074,0.3163540008222974,Mangos,0.0,1961,223.4771,-14.438,112.006,none,The Incredible Kai Winding Trombones,495041
99,SOBLTSM12A6D4F9EEA,ARDD9UN1187B98D3A7,Sonny Simmons,0.42837541665132417,0.317833879200262,A Distant Voice,0.2707759989463275,0,443.24526,-13.002,45.527,none,Staying on the Watch,225610
100,SOUQVUD12A8C142DCE,ARJGNV61187B98F3B5,Mira,0.5451109508213838,0.34575124701970267,Openbare Weg,,2006,177.81506,-12.004,85.621,none,Openbare Weg,473710
101,SOCRPDR12AB0185B75,ARSVI4L1187B996181,Citizen Kaned,0.4833394215564992,0.27756173775343046,President Johnson,,2000,385.33179,-8.37,108.061,none,Tip World Singles 2000,710902
102,SOXVBVL12AF72A600C,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,0.5592784942236473,0.4320119468576032,Lead Me Lord,0.4051157216913865,1995,324.44036,-11.829,216.195,none,Praise Him...Live!,341940
103,SOIQHDR12AB01896C8,AR4PCIG1187B98D07D,Ellen McIlwaine,0.43888747505017295,0.3251485709173023,Spontanous Combustion,0.24274187894946822,0,275.12118,-6.29,132.428,singer-songwriter,Spontanous Combustion,766444
104,SODLSHA12AAF3B29F2,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,0.5781036297198625,0.4148926124367487,Choro,0.3867901771390143,0,294.66077,-15.761,168.307,none,From All Sides,432406
105,SOAGHMH12AB0180285,AR1X2H01187B98CCF2,Maurice Chevalier,0.5024531765214763,0.3915853290262099,Ma Louise,,0,193.20118,-27.433,140.956,french,Maurice Chevalier  The Essential Collection Vol 1,546663
106,SORAVUP12AB018556E,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,0.5419751082100462,0.38418425849676846,I Want You (Forever),0.5112548351002428,1991,357.82485,-5.701,130.016,uk,Dave Pearce Best of the Dance Years 1988 - 1992,548374
107,SOFXNQP12AB0184F1A,AR9ODB41187FB459B2,Organized Konfusion,0.6837194679130381,0.4126716309926985,Hate,0.46048484498641545,1997,198.3473,-8.709,175.769,group,The Equinox,704183
108,SOGQTRZ12A8C13C8B0,ARF3GX71187FB3EB66,Martina McBride,0.6148709339199385,0.6282464191914875,I Can't Stop Loving You,0.48828987603734525,2005,261.95546,-13.627,100.194,country,Timeless,307618
109,SOBHVZQ12AC9618285,AR3PN3R1187FB4CEBD,Horace Andy,0.6264363817515622,0.3742711738564048,Thank You Lord,,1985,176.27383,-11.479,151.911,classic pop and rock,Feel Good All Over: Anthology 1970-1976,784530
110,SOYPBCY12AB0181EF3,ARYWCFZ11E2835CFDD,Nazz,0.49468141699642837,0.3841464443048954,How Can You Call That Beautiful (Stewkey Vocal),,0,220.89098,-6.302,119.691,none,13th And Pine,534470
111,SOWRLSY12AC4687694,ARUT16P1187FB532A4,Tyrone Davis,0.5438663024727286,0.3932151037866921,Cheatin' In The Next Room,,0,235.91138,-10.466,161.976,none,Call Tyrone,599659
112,SOOGQWR12A8C142505,AREOGMA1187B9908EF,Hot Tuna,0.5672788711826817,0.40517835890761195,Candy Man,,1971,239.59465,-9.275,172.398,folk,Final Vinyl,372122
113,SOJDYQY12AB0188C97,AR4ABL21187FB3913A,Richard Burton,0.4323864772977878,0.28404740990087485,I See The Boys Of Summer,0.0,0,171.49342,-37.398,109.823,none,Fifteen Poems By Dylan Thomas,577023
114,SOBHQUF12AB018B03E,AR8YV1I1187FB45D2B,Rory Block,0.5138295872991763,0.34318504527257115,Three Is a Crowd,0.0,0,266.05669,-13.836,90.101,folk,The Early Tapes 1975-1976,572855
115,SOFRAZJ12A8C143CDB,ARR9XGB1187B9912E6,Boyz II Men,0.7909228479560918,0.6011849417940898,On Bended Knee,0.34580223396532944,1994,329.27302,-7.103,116.473,soul and reggae,Legacy,523481
116,SONNDHT12A8C13F20B,ARBKUS51187B98A3AC,Howard Armstrong,0.45466819047325063,0.0,My Four Reasons,0.3335548072764493,0,198.922,-13.495,126.821,none,Louie Bluie Film Soundtrack,219943
117,SOYZOXW12A8C13E195,ARTB5PP1187FB523B7,Donny Hathaway,0.657406765298449,0.4224724232432197,Little Girl (LP Version),0.6173656175717818,1971,283.21914,-15.144,111.191,rock and indie,Donny Hathaway,266932
118,SOSGJTX12AB0181F7C,ARXFQDY1187B9AAF1E,Miguel Gallardo,0.4587120897603369,0.33510142487208283,Eternamente Amame,,0,238.68036,-12.991,125.508,none,Canciones De Amor De Miguel Gallardo,514801
119,SOBQBWP12AB018611B,ARVEJ9M1187FB4DC44,Les Ogres De Barback,0.6523678641880865,0.4379647331417924,Niev nietch nievitch,0.3943948561005826,1999,254.06649,-6.01,137.888,none,Irfan_ le héros,421962
120,SODULLV12AB017FA09,ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,0.34244014433162095,0.28128421554929817,Come Over,,0,184.31955,-5.58,150.012,none,What up Detroit,502384
121,SOYAGJM12A8C13DCCE,ARQESNI1187FB511EE,Morel,0.49825930987901096,0.3340657898380008,Blue Taxi,,0,311.40526,-4.313,108.367,none,Peterbilt Angel,254792
122,SORXUZZ12A8AE4798A,ARCZ20M1187FB49687,Tony Joe White,0.6247237675785525,0.4035096733630853,I Want Love (Tween You & Me) (Album Version),0.3747968370214053,0,162.53342,-17.285,173.482,country,Homemade Ice-Cream,138320
123,SOCHXAE12AF72A25D6,ARDF8K01187FB37200,Wolfmother,0.7922555897317167,0.5669715662185826,White Feather,,2009,212.37506,-5.931,110.745,rock and indie,White Feather,722546
124,SOCRHCQ12A58A7C8C6,AR11NP91187B9901B4,The Roches,0.5736054913170406,0.37225120793006455,Christlike Roche,0.26586104921065007,1995,338.33751,-14.248,130.027,folk,Can We Go Home Now,46647
125,SOSEJIQ12AB017E7EB,ARBZAIL1187FB5B1C8,Bob Margolin,0.5559850526989919,0.3268488180257514,You Rascal You,0.23379647424179947,0,126.51057,-12.651,110.168,none,In North Carolina,547104
126,SOMXWXQ12AC3DFA002,ARWXHRS1241B9C7A1E,Thomas Battenstein,0.42562724003042296,0.0,Sympathy,,0,205.58322,-16.056,97.976,none,Wintertime,683402
127,SOGMXBW12A6D4FB8D7,ARV1P811187FB3CFC6,Jupiter Rising,0.6626496953373197,0.3631778606591337,They Say (Album),0.21508031850922793,2007,193.4624,-5.913,119.979,none,Electropop,128198
128,SOOPUTF12AB018DFAA,ARIU0MA1187B98D36F,Dharma Bums,0.49192188077083066,0.3458094431841164,Simon's Folly,,0,127.4771,-5.541,156.968,none,DUMB: 4-track cassette recordings (1987),818344
