,song_id,artist_id,artist_name,artist_familiarity,artist_hotttnesss,title,song_hotttnesss,year,duration,loudness,tempo,artist_mbtags,release,release_7digitalid
57,SOGNQWU12A8AE4868F,ARDGB6U1187FB3AD07,Eurythmics,0.7510076200369779,0.5236990777653908,Tous Les Garçons Et Les Filles,0.38293509007501925,1985,207.0722,-6.629,84.164,british,Be Yourself Tonight,278999
59,SOVOLGY12A6D4F822B,ARUI8651187B9ACF52,John Cale,0.7493178009614533,0.48165586241245567,Movement 4 [from Kiss] (Album Version),0.2265553139555314,1997,228.46649,-12.412,137.004,british,Eat / Kiss: Music For The Films By Andy Warhol,38599
63,SOLGHDZ12AB0183B11,ARF2EHS1187B994F4E,Kings Of Leon,0.8457688664485438,0.7888059351620142,Wicker Chair,0.6859402266976852,2003,187.92444,-5.907,116.823,american,Holy Roller Novocaine,449471
66,SOPIKEG12A58291636,AR06EB01187FB40150,NOFX,0.7788167165625715,0.5542914890128156,Stickin In My Eye,0.6712360269845353,1992,144.50893,-7.787,152.622,american,White Trash ......,104765
73,SOLRYQR12A670215BF,ARNLO5S1187B9B80CC,Van Halen,0.7446412459327763,0.5799889824287546,Panama (Remastered Album Version),0.8244821296824321,0,209.29261,-4.865,140.995,classic pop and rock,The Best Of Both Worlds,7133
74,SOCHRXB12A8AE48069,ARTDQRC1187FB4EFD4,Black Eyed Peas,0.845601886640232,1.0059419659547393,Let's Get It Started,0.6244254932707666,2004,229.61587,-4.882,105.206,pop and chart,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,358442
78,SOOOROX12A6D4F8400,ARWY7I71187FB36C3D,Lesley Gore,0.6069253585317187,0.3891007762801808,It's My Party,,1963,136.48934,-9.091,129.122,classic pop and rock,60's Triple set,26902
82,SODRHHD12AB0189F2A,ARW63KF1187B98AC48,Julien Clerc,0.585479539749522,0.36438492446826576,This Melody (Live),,0,272.63955,-9.97,119.896,french,Vendredi 13 - 1981,664484
83,SOQGFVO12A8C13C8C3,AR8H87D1187FB3A841,Glen Campbell,0.671596269848304,0.4810242392118726,I'm Gone This Time,,0,142.75873,-11.335,137.29,classic pop and rock,Unconditional Love,112851
94,SORWHWY12A6702038E,ARXWAQQ1187B9AE954,Redman,0.7431297761478142,0.49356684269655965,WKYA (drop),0.5701059300583878,2001,124.18567,-10.296,85.008,soul and reggae,Malpractice,8552
95,SOGYYLE12A8C13E5EA,ARL6XZC1187FB3936E,Solistiyhtye Suomi,0.13818761011851705,0.3178109598122704,Teräslintu,,0,134.08608,-12.839,133.699,finnish,20 Suosikkia / Rilluttele yö,217058
105,SOAGHMH12AB0180285,AR1X2H01187B98CCF2,Maurice Chevalier,0.5024531765214763,0.3915853290262099,Ma Louise,,0,193.20118,-27.433,140.956,french,Maurice Chevalier  The Essential Collection Vol 1,546663
106,SORAVUP12AB018556E,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,0.5419751082100462,0.38418425849676846,I Want You (Forever),0.5112548351002428,1991,357.82485,-5.701,130.016,uk,Dave Pearce Best of the Dance Years 1988 - 1992,548374
108,SOGQTRZ12A8C13C8B0,ARF3GX71187FB3EB66,Martina McBride,0.6148709339199385,0.6282464191914875,I Can't Stop Loving You,0.48828987603734525,2005,261.95546,-13.627,100.194,country,Timeless,307618
109,SOBHVZQ12AC9618285,AR3PN3R1187FB4CEBD,Horace Andy,0.6264363817515622,0.3742711738564048,Thank You Lord,,1985,176.27383,-11.479,151.911,classic pop and rock,Feel Good All Over: Anthology 1970-1976,784530
112,SOOGQWR12A8C142505,AREOGMA1187B9908EF,Hot Tuna,0.5672788711826817,0.40517835890761195,Candy Man,,1971,239.59465,-9.275,172.398,folk,Final Vinyl,372122
114,SOBHQUF12AB018B03E,AR8YV1I1187FB45D2B,Rory Block,0.5138295872991763,0.34318504527257115,Three Is a Crowd,0.0,0,266.05669,-13.836,90.101,folk,The Early Tapes 1975-1976,572855
115,SOFRAZJ12A8C143CDB,ARR9XGB1187B9912E6,Boyz II Men,0.7909228479560918,0.6011849417940898,On Bended Knee,0.34580223396532944,1994,329.27302,-7.103,116.473,soul and reggae,Legacy,523481
117,SOYZOXW12A8C13E195,ARTB5PP1187FB523B7,Donny Hathaway,0.657406765298449,0.4224724232432197,Little Girl (LP Version),0.6173656175717818,1971,283.21914,-15.144,111.191,rock and indie,Donny Hathaway,266932
122,SORXUZZ12A8AE4798A,ARCZ20M1187FB49687,Tony Joe White,0.6247237675785525,0.4035096733630853,I Want Love (Tween You & Me) (Album Version),0.3747968370214053,0,162.53342,-17.285,173.482,country,Homemade Ice-Cream,138320
123,SOCHXAE12AF72A25D6,ARDF8K01187FB37200,Wolfmother,0.7922555897317167,0.5669715662185826,White Feather,,2009,212.37506,-5.931,110.745,rock and indie,White Feather,722546
124,SOCRHCQ12A58A7C8C6,AR11NP91187B9901B4,The Roches,0.5736054913170406,0.37225120793006455,Christlike Roche,0.26586104921065007,1995,338.33751,-14.248,130.027,folk,Can We Go Home Now,46647
131,SOFUBCP12A8C13D5EF,AR19SOA1187B98F6E6,Bob Neuwirth,0.4342720374495127,0.30150246185842855,Biding Her Time,0.48061061838775304,1990,241.10975,-18.114,152.267,american,99 Monkeys,117983
133,SOPWKSS12AC468E659,ARSE6YI1187B9B9CD2,James Hunter,0.625443262043877,0.4315269192148132,Cowboy Ways,,0,188.73424,-7.04,114.971,jazz and blues,A Tribute to The American Horse,735425
140,SODOLVO12B0B80B2F4,AR6XPWV1187B9ADAEB,Foo Fighters,0.8392753929272774,0.5507620846559074,Hell,,2005,117.002,-5.699,152.127,rock,In Your Honor,440990
142,SOOZLTC12A6D4FBE91,AR4CG3B1187FB5B861,The Avengers,0.5749739006961437,0.42251494013072466,Juoksuhauta-twist (Elämä juoksuhaudoissa),,0,122.72281,-9.965,192.688,punk,20 Suosikkia / Rautalankaklassikot / Kolme kitaraa,124344
143,SOOSYMY12AB01888CD,AR7BMMV1187FB5B2D7,Robben Ford,0.6048204319182022,0.3838774936335668,I Got Over It (Album Version),0.47212111953959446,1988,203.98975,-11.976,154.322,jazz and blues,Talk To Your Daughter,762519
151,SOEXSIN12A8C133B0A,ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,0.7379725284001423,0.555968803751809,Christmas In Jamaica,,2001,219.01016,-5.21,149.94,hip hop rnb and dance hall,Snowflakes,281713
159,SOEVGMZ12A8C1421B5,ARYJSY01187B9B7C65,Dolly Parton,0.7073356812574015,0.6038764869181625,Letter To Heaven,,1971,155.21914,-11.965,114.027,country,Heaven,474726
162,SOVQZYP12A8C144692,ARBM4TC1187FB5CE98,Natalie Cole,0.6904475497729028,0.5077816674051294,Take A Look  (LP Version),,0,185.7824,-13.251,88.489,jazz and blues,Take A Look,614890
171,SOAYYDM12AB01817E6,ARANOZN1187B9B373E,Descendents,0.7272303154628746,0.4765593789777819,Orgofart,0.5194485814940588,1986,140.66893,-28.347,89.495,punk,Enjoy!,329967
177,SOLBIIE12AB0184DFC,AR1GYND1187B9A9CD3,Diesel Boy,0.5678142640009771,0.37668863102209926,Cooler Than You,0.40565219615969267,1998,124.15955,-4.793,133.729,punk,Venus Envy,558289
198,SOQDTQP12A6D4F793F,ARDG9Z71187B997023,Public Image Ltd,0.6849948965806557,0.41551708285972627,(This Is Not A) Love Song (Live),0.263969820176701,1983,388.28363,-16.433,132.506,uk,Live In Tokyo,23178
201,SONRSQW12A6D4F6D1C,ARVML631187B99E90D,The B-52's,0.6815985531460305,0.5375372013052252,Wig,0.7140465527721864,1986,261.74649,-9.628,124.086,classic pop and rock,The B52's,53826
203,SOMKMPB12A8C1447D0,ARD3LXU1187B9ABFC5,Sex Pistols,0.7311842304128983,0.5492043838770254,God Save the Queen (Live),0.4137398358601097,1988,216.60689,-3.736,145.518,british,Punk International,754188
207,SOIKIJC12AC3DFB3D2,ARC6UC81187B989062,Hem,0.632242851125503,0.45343579119347505,Have Yourself A Merry Little Christmas,0.3603705827121406,2005,133.27628,-15.736,89.86,country,Peace At Last - EP,603055
208,SOFJNQR12A6D4FAE92,ARKZJ301187FB521B2,Lily Allen,0.9160582384829289,0.5354083792298137,U Killed It,0.5669884440404037,2006,264.69832,-5.871,156.097,uk,Alright_ Still (Deluxe),435050
213,SOCQWKZ12A8C13CE4C,ARU9KWP1187B98B2A7,Busdriver,0.6180027149087712,0.3494763271978497,(Bloody Paw On The) Kill Floor,0.5194030457366698,2007,192.1824,-6.258,155.038,hip hop rnb and dance hall,RoadKillOvercoat,105115
217,SOJKDKH12A58A761A2,ARRH2S81187B98C8AA,Bongzilla,0.5744007886920006,0.4460715844124553,Witch Weed (Live),0.46054128135865785,1999,397.26975,-6.788,95.882,american,Apogee,223472
221,SOIFOLA12AB017CDA1,ARWAPYC1187FB3FCAF,S.U.P,0.40616663491395866,0.272385459553457,The Cube (Live),,2001,384.70485,-8.161,137.862,french,To Live Alone,333103
222,SOKHVZO12AB0184C4D,ARILV5E1187B9959C8,Boogie Pimps,0.6279973897229263,0.3653396527140089,Get Back Down,0.0,0,415.03302,-6.751,83.326,pop and chart,PeeBoy EP,775316
225,SOGOQGE12AB0182907,ARVG4OK1187B9B6BD3,The Killers,0.9184517888889826,0.8195882822285578,Spaceman,,2008,284.3424,-6.546,151.953,rock and indie,Hitzone 49,624887
228,SOLBHCO12AB018769A,ARIN12F1187FB3E92C,Grant Geissman,0.4229713078848842,0.31724842518014,Big Stax/High Volts (Album Version),0.0,0,320.60036,-9.993,128.219,production music,Time Will Tell,460988
231,SOFSKON12A8C13B3B5,ARD5K161187B9AC784,Orbital,0.69300920358103,0.49866887479608674,Illuminate,0.6885218441194627,2001,327.8624,-6.531,125.975,british,The Altogether,2016
234,SOTNBNN12A6D4F6CC7,ARSL5SP1187B9A7AE0,N.W.A.,0.7477086693197713,0.5204078597263393,A B***** Is A B***** (Edited),0.0,1989,168.75057,-8.91,97.099,hip hop rnb and dance hall,Straight Outta Compton,160605
239,SOOKISK12AB0180667,ARMBTFC1187FB56343,Korn,0.8291354220748781,0.5582983481283147,Hey Daddy,,1999,224.522,-6.694,94.057,american,Issues,405643
249,SOVHRBI12A81C22E02,ARMBTFC1187FB56343,Korn,0.8291354220748781,0.5582983481283147,Ever Be,,2007,288.49587,-5.912,160.022,american,Untitled,282711
258,SODWXQV12A6310F10D,AR6892W1187B9AC71B,Placebo,0.8045235206697148,0.5864333787181634,English Summer Rain,0.8737024949104306,2003,241.52771,-7.255,108.264,alternative rock,Sleeping With Ghosts,314
266,SOAESJW12A8C137CC2,AR3PN3R1187FB4CEBD,Horace Andy,0.6264363817515622,0.3742711738564048,Musical Episode,0.34580223396532944,2005,234.44853,-10.173,102.055,classic pop and rock,Exclusively,206882
274,SOAKXET12CF5F86E71,AR74Q3R1187B9B24C3,Nightwish,0.8087849615373134,0.59362436552686,Escapist,,2007,301.06077,-4.144,143.97,finnish,Made In Hong Kong (And In Various Other Places),386120
276,SOGBJSK12AB018D052,AR0G47L1187B98CC6D,Frank Chacksfield,0.44625666654061785,0.3463575222425513,Someone to Watch Over Me,,0,151.82322,-20.964,0.0,production music,Windsor Strings,582102
282,SOLCPEB12A58A7BF47,ARSZ6MA1187FB43D29,The Notorious B.I.G.,0.6685094471094317,0.5065453194851007,Who Shot Ya (Amended Album Version),0.2742817042441851,2007,316.65587,-5.934,91.69,hip hop rnb and dance hall,Greatest Hits,327425
284,SOBJYXZ12A8AE45FF1,ARY80281187FB3E380,Sandi Thom,0.6553591154261498,0.40503129793646875,Wounded Hearts,0.41967427880955327,2008,205.21751,-4.332,82.205,uk,The Pink & The Lily,382970
286,SOCVGQS12A8C13D7DF,ARR2TI31187FB380FE,The Field Mice,0.6054242899248758,0.4092921169313016,When Morning Comes To Town,0.5316127691991754,1989,316.73424,-15.54,162.682,classic pop and rock,Coastal,216819
299,SOEMLQO12AB01808B6,ARALP6I1187B989E27,The Shirelles,0.66229870965635,0.379137555624937,Will You Love Me Tomorrow,,1960,159.76444,-9.79,68.283,american,Dreamboats & Petticoats 2,332859
302,SOQKKPE12A8C13C2CD,ARL6FF81187FB5A916,Panic At The Disco,0.8423689439434039,0.6046551281353578,Northern Downpour (Album Version),0.3522322250053423,0,247.77098,-8.901,85.157,pop and chart,Northern Downpour,512607
305,SOEGTAN12A6D4F8726,ARKA2YS1187B9A4060,Michèle Arnaud,0.3681344448859376,0.3136658169944595,Marie D'Aquitaine,,0,176.27383,-13.366,49.262,french,Disque Pathé,34505
308,SOFVRCJ12AB018B4DA,AR76DOS1187FB5AE78,The Jeff Healey Band,0.7168543517689351,0.41423624772199374,Hoochie Coochie Man,,1989,313.7824,-11.488,107.197,classic pop and rock,Road House,711137
310,SOFHQCR12A8C138A74,AR6QQY41187B990574,Danny Wilson,0.5599914150758433,0.36290298564883927,The Second Summer Of Love,,1989,167.20934,-7.928,196.034,classic pop and rock,Bebop Moptop,160060
317,SOTTXNS12AB0187861,ARDW5AW1187FB55708,Shawn Colvin,0.6855036304318541,0.44673296759009207,Another Long One,0.42512465831305757,1989,224.60036,-13.256,210.871,folk,Steady On,424081
320,SOPVXLX12A8C1402D5,AR3JMC51187B9AE49D,Backstreet Boys,0.8514176288473655,0.5926149273518344,Larger Than Life,,1999,236.25098,-5.12,112.787,american,Just Want You To Know,307477
327,SODUJBS12A8C132150,ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,0.407430399749988,0.3185360299358178,Wessex Loses a Bride,,0,111.62077,-18.703,104.394,production music,Shakespeare in Love - Music from the Miramax Motion Picture,282933
328,SOBBXLX12A58A79DDA,AREDBBQ1187B98AFF5,Eddie Calvert,0.4211873261576227,0.31054467213545245,Erica (2005 Digital Remaster),0.0,0,138.63138,-9.672,159.587,uk,Oh Mein Papa,338931
335,SOGVQGJ12AB017F169,AR62SOJ1187FB47BB5,Chase & Status,0.6545949824426542,0.3963562369451036,Ten Tonne,0.39200877147130697,2005,337.68444,-5.134,174.993,hip hop rnb and dance hall,Ten Tonne EP,546323
336,SOFFKZS12AB017F194,ARBEBBY1187B9B43DB,Tom Petty,0.7798380917672508,0.5683505032022476,A Higher Place (Album Version),,1994,236.17261,-4.954,129.122,classic pop and rock,Wildflowers,542173
340,SOXILUQ12A58A7C72A,ARP6N5A1187B99D1A3,Mitch Ryder,0.4767476813995823,0.29405319339903574,Jenny Take a Ride,0.4191258929591558,2004,207.43791,-11.255,97.538,rock,American Legend,615284
347,SOWQTQZ12A58A7B63E,ARPFHN61187FB575F6,Lupe Fiasco,0.9020629269028733,0.5546332305741549,Streets On Fire (Explicit Album Version),0.8888135378942498,0,279.97995,-6.294,110.218,hip hop rnb and dance hall,Lupe Fiasco's The Cool,186934
359,SOIUJEF12A8C13C878,ARUE3AK1187B9AC923,Neil Sedaka,0.7208421831658263,0.4440256810109478,Because Of You,,1999,170.84036,-9.448,76.013,classic pop and rock,Love Songs,307149
385,SOISSLO12AC96185B0,ARMD6JB1187FB3B0E7,Die Fantastischen Vier,0.6864520832317745,0.5172592831380602,Böse,,1991,149.99465,-5.165,120.001,german,Jetzt geht's ab - Jubiläums-Edition,601992
389,SOWFQKL12AB017D754,ARWNRBH1187B9B7E68,Philippe Sarde,0.45567977854361785,0.34369744996261,Le Presbytère n'a rien perdu de son Charme,,0,158.82404,-22.35,85.691,french,Le Mystère de la Chambre Jaune (Bande Originale du Film),452242
397,SOCPSFM12A8C136A50,ARUZL121187FB4B42D,True Believers,0.49407381504459197,0.3280733049127533,Turn Around,0.2555198043725864,0,361.53424,-4.228,160.731,alternative rock,In This Place,235400
398,SOPWBZR12AB017C46D,ARW040W1187FB51082,Les Hurlements D'leo,0.4463266280582485,0.42572813067249854,L'accordéoniste,,1999,182.04689,-7.693,104.307,french,13 ans de caravaning,623410
406,SOGXQRO12A8AE47D50,ARN03F71187FB4E3F4,Ayo,0.5225901845504569,0.39064123587831157,Complain,0.0,2006,212.71465,-11.26,128.689,soul and reggae,Joyful,350343
407,SOFDHHB12AB0187788,ARJ9B1V1187FB4DD1F,Kid Sister,0.7493950448979038,0.4645175256716385,Daydreaming [Jakwob Remix],0.573019827988094,2009,277.2371,-3.573,140.026,soul and reggae,Ultraviolet,814253
409,SOPDAMI12A58A782EA,ARDG9Z71187B997023,Public Image Ltd,0.6849948965806557,0.41551708285972627,Ease,0.6392484891503506,1985,492.30322,-12.091,193.56,uk,Compact Disc,23176
411,SOIHMBZ12AC4688FD5,ARNNQ9E1187FB3C82F,Sizzla,0.7325717446912391,0.45798167407037055,Too much informa,,2005,203.96363,-6.832,190.01,soul and reggae,Bien Sobre Mal Vol. 3: Black Rain Riddim,743543
413,SOWEMDM12AC3DFA56B,ARWSMC91187B9AD369,Helen Love,0.5818843588912933,0.3470069209304056,So Hot,0.2998774882739778,1994,81.97179,-6.746,100.76,rock and indie,Radio Hits,594771
418,SOLZTXD12AB0189AEB,AR82DJK1187B991107,The Pharcyde,0.756063870842891,0.4914688816374959,Italian For Goodbye (skit),,2004,11.59791,-19.461,38.233,rock and indie,Humboldt Beginnings,519747
420,SOXLVKX12A6310E1C9,ARWD25M1187FB4C563,Amy Winehouse,0.8997098526287731,0.5837326130884718,Stronger Than Me,,2003,256.10404,-7.758,91.198,uk,Take The Box,133
427,SOCOQUZ12AB0181A1E,ARUWB5W1187B98D7A1,Ensiferum,0.7102033774028097,0.5148498795731506,Warrior's Quest,0.6603443825872879,1999,291.02975,-4.507,179.988,finnish,Victory Songs,347283
429,SOXTQOC12A6D4F6C56,AR82DJK1187B991107,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,0.756063870842891,0.4914688816374959,The Hustle,0.5786581877569713,1995,334.78485,-9.636,95.816,rock and indie,Labcabincalifornia,279813
435,SOBCKIM12A8C13936C,AR0S7TA1187FB4D024,Christina Aguilera,0.831240276991066,0.7378841331777677,Pero Me Acuerdo De Tí,0.6224351372915203,2000,266.73587,-7.834,117.984,pop and chart,Mi Reflejo,299146
441,SODQWRC12A8C13D19B,ARW9QSZ1187FB4B93E,George Harrison,0.7390474237450853,0.5416025025152893,Hear Me Lord (2001 Digital Remaster),,0,359.73179,-7.301,133.383,british,All Things Must Pass,167972
442,SOHSGTX12A67020685,AR633SY1187B9AC3B9,Weezer,0.83088464214821,0.7761677423241047,Don't Let Go,0.7847122657964972,2001,180.97587,-3.637,142.68,american,The Green Album,15588
447,SONETAK12A6D4FB69A,ARQXAUH1187B9BA010,Bobbie Gentry,0.5824605669027118,0.38479890996490645,Courtyard,,1968,177.57995,-13.134,152.434,classic pop and rock,The Best of Bobbie Gentry: The Capitol Years,60339
450,SOKIXDM12A8C136E04,ARCEOW71187B9A5A71,B.A.D.,0.5839898424155631,0.47363666453384023,Interlude,,0,102.03383,-5.653,95.655,classic pop and rock,B.A.D. (Be A Devil),156038
454,SOAQFIX12A6D4F8A72,AR19GQN1187FB3ACF5,The Bucketheads,0.5638459847801999,0.34454060084591037,Sayin' Dope,0.37598430150044215,1995,365.71383,-14.979,120.876,pop and chart,All In The Mind,28356
455,SOSHODS12A6D4F79BC,ARIPLUN1187B99B9F9,The Police,0.7903679087935053,0.6426559611248466,When The World Is Running Down_ You Make The Best Of What's Still Around,,0,216.42404,-10.45,123.657,british,Zenyatta Mondatta,36072
464,SOXTTCW12A8C1331EF,ARFZSPU1187B9B5BA9,John Frizzell,0.4328393673069391,0.3669058527885173,No Unexpected Guests,,2002,133.19791,-23.685,210.898,production music,Ghost Ship,286870
466,SONUYNP12C41E0741F,AR93D4D1187FB3ACAD,J.J. Cale,0.675766803468786,0.4354688988157254,Trouble In The City,,1983,202.94485,-18.863,133.398,classic pop and rock,#8,22096
468,SOCOICY12A8C140D18,ARF2EHS1187B994F4E,Kings Of Leon,0.8457688664485438,0.7888059351620142,Knocked Up,,2007,466.65098,-7.714,114.73,american,Sex On Fire,315023
479,SOJCFUI12A6D4FC28C,ARCT5P61187FB3D950,The Impressions,0.6332206239096116,0.4102474074764877,The Girl I Find (LP Version),0.39200877147130697,0,159.29424,-10.453,81.586,rock and indie,The Young Mods' Forgotten Story,57678
484,SOAIGUM12A6D4F6FCB,ARSYOWS1187FB41157,The Rascals,0.6867208337716193,0.40809181858752275,Nubia (LP Version),0.4050520032178189,0,223.89506,-9.899,113.058,rock and indie,See,34575
512,SODPLYE12AB01898FB,ARA3I0J1187FB57869,Blink-182,0.8513514430525876,0.5823463739582727,A New Hope,0.6741647464524099,1997,225.12281,-7.315,200.716,american,Dude Ranch,371
523,SOLQSUX12AF72AB397,AR0CDSK1187FB52ED6,Asleep At The Wheel,0.6042595598579541,0.4610230157261765,Big Balls And Cow Town,0.2603382425674305,0,251.37587,-10.85,126.533,folk,House Of Blue Lights,747512
528,SOKCFEJ12AB017BE83,ARFFDZU1187FB50682,Alan Silvestri,0.6293018056764849,0.45077989068682317,The Joes Mobilize,0.3016817567316363,2009,504.05832,-10.586,154.172,american,G.I. JOE,538812
538,SOLXOSZ12A8C1432E2,ARN03F71187FB4E3F4,Ayo,0.5225901845504569,0.39064123587831157,I Love You,,0,229.25016,-16.113,128.022,soul and reggae,Outta Babylon & I Love You,319515
539,SOTRSHW12A58A79E7C,ARTB5PP1187FB523B7,Donny Hathaway,0.657406765298449,0.4224724232432197,This Christmas (LP Version),0.9977583963402685,0,231.18322,-9.647,92.98,rock and indie,A Classic Soul Christmas,53068
541,SOZBOLJ12AB018B0EC,AR6GJDZ1187B991E46,KALIMBA,0.6978878220170739,0.43514467167760446,Volcán,0.4507622416414992,2009,352.67873,-6.282,80.484,rock,Amar y Querer (Homenaje a Las Grandes Canciones),662932
543,SOYOZCL12AB0189C16,ARIW1BH1187FB4C94A,Architecture In Helsinki,0.8078768678891759,0.5051816158691929,Heart it Races (Frank Tetaz Remix),0.0,0,345.75628,-7.743,100.032,rock and indie,Heart It Races Remixes,467245
547,SOWOHNT12A6D4F60EA,ARD0FN11187B9B25CD,Bobby Darin,0.7044114066677578,0.4694259079758136,(I Heard That) Lonesome Whistle,0.0,1995,163.52608,-13.876,90.18,american,The Capitol Years,24673
548,SOVLDWE12A8AE47F3E,ARXGWNG1187FB503A5,Ini Kamoze,0.6218253617513655,0.5079621447297824,Here Comes The Hotstepper,,1995,248.92036,-9.586,100.342,pop and chart,Massive Reggae,277866
558,SOJDXID12A8C140A22,ARBPXW61187B99D5D9,Jude Taylor & His Burning Flames,0.34541369970261926,0.23378046581807407,The Thrill Is Gone,,1994,260.46649,-11.937,102.731,folk,Best of Zydeco,609165
559,SOCLAYI12A6310F138,AR6892W1187B9AC71B,Placebo,0.8045235206697148,0.5864333787181634,Slave To The Wage,0.8502829016058919,2000,246.96118,-6.033,142.116,alternative rock,Black Market Music,340
567,SOFMOWZ12AB017F3B7,AREGV3K1187B9AF614,Mötley Crüe,0.7242849266433012,0.5013606133308892,Get It For Free,0.5351060248978569,1999,254.01424,-7.199,127.745,rock and indie,Dr Feelgood Deluxe Edition,565273
570,SOMLPQI12A8C13EE3F,ARO0QD41187FB3AB0A,Keb' Mo',0.6321309130150968,0.4722812106508984,Still There For Me,,2006,190.56281,-10.548,89.966,classic pop and rock,Suitcase,308612
572,SOTCPOF12AB01885FE,ARNUFGE1187B9B7881,THE CHIFFONS,0.599536501544588,0.39834951712239913,Doctor Of Hearts (Album Version),0.0,0,166.922,-7.0,120.712,classic pop and rock,60's Girl Groups,762451
573,SOERPNN12A58A7D057,ARITKAJ122BCFCA169,S. Solis y Orquesta,0.05470880918662943,0.0,La Vida En Rosa,0.19858671590744398,0,182.20363,-11.415,63.007,production music,Instrumental Acordeón (28 Hits in Accordion),447727
574,SOPILLC12A81C1FA01,ARYV1OT1187B9B4C8E,Commander Cody And His Lost Planet Airmen,0.46792584340900956,0.3659314689846913,Crying Time,,1974,188.70812,-16.357,104.823,country,Live From Deep In The Heart Of Texas,275315
581,SOTETIO12A8151CA26,ARIWB161187B9AA1D5,Simon & Garfunkel,0.7964934015512127,0.5103249861005498,Citizen Of The Planet,0.41967427880955327,2004,194.35057,-13.047,151.5,folk,Old Friends Live On Stage,292662
582,SOJRNQF12A8C134D57,ARVUN5F1187FB4CCC7,Beenie Man Featuring Wyclef And Redman,0.7292122740965461,0.48133930857423185,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),,0,228.04853,-4.541,79.823,soul and reggae,Love Me Now (featuring Wyclef) (International Only),148848
583,SOVKUOE12A58A8066E,AR7BMMV1187FB5B2D7,Robben Ford,0.6048204319182022,0.3838774936335668,Something For The Pain,0.5033812362063191,2002,298.37016,-6.311,111.903,jazz and blues,Blue Moon,409364
587,SOUOZQB12AB0186284,ARXPE571187FB4AFD0,Rickie Lee Jones,0.6706153961663586,0.5031516059846183,Skeletons (Live Acoustic Version),0.21204540548371908,0,221.12608,-21.978,70.331,classic pop and rock,Naked Songs Live And Acoustic,762361
595,SOKXZEJ12AC3DF5E1E,ARWA8AH1187FB3FC84,Hot Chip,0.8526389322187791,0.5357631577199824,Ass Attack (Four Tet Remix),0.338886720010706,2004,181.02812,-6.446,126.14,uk,Coming On Strong,776987
